condition,Peptide,n,mean_diff,statistic,effect_size,p_value,p_adjusted,source_file
Neg15m_NegCTL,EPB42_241_253,3,-0.6910514851538739,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,TOP2A_1463_1475,3,-0.6177054964520554,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,EZH2_305_317,3,-0.7661201090480091,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,AMOT_744_756,3,-0.38382905384503435,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CENPA_1_14,3,-0.29890332376820944,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,TY3H_65_77,3,-1.0480944848455607,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PKP1_167_179,3,-0.3560956182230213,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RB_803_815,3,-0.20839716234408873,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,NEK2_172_184,3,-0.47536359444760495,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MPIP1_172_184,3,-0.6543724342578958,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CSF1R_701_713,3,-0.5699325350028944,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CREB1_126_138,3,-0.7343822246165294,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MBP_222_234,3,-0.43693214513309303,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCNA3_461_473,3,-0.38781687745861565,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCNA1_438_450,3,-0.7936395760904196,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,IRS1_788_800,3,-0.38975196921851385,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCNH2_277_289,3,-0.9186777849725271,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,REL_260_272,3,-0.7009191109782499,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PRKDC_2618_2630,3,-0.27823429626842106,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,VASP_271_283,3,-0.4613399264918205,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,NMDZ1_890_902,3,-0.4295896525755805,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,H2B1B_ 27_40,3,-0.23839009319937343,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,IF4E_203_215,3,-0.24436860128475058,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CDK7_163_175,3,-0.20674177613788527,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RBM26_833_845,3,-0.35488623816123194,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PLM_76_88,3,-0.8272971339086519,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCC2G_278_289,3,-0.20210866404872646,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,NR4A1_344_356,3,-0.1753752181094003,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RUNX3_8_20,3,-0.25031905285813494,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,NCF1_321_333,3,-0.7382745462272086,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,H32_3_18,3,-0.28487551603057515,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,GPR6_349_361,3,-0.3224224300287248,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCNA2_442_454,3,-0.46915319055246424,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MARCS_152_164,3,-0.1690361523414546,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CD27_212_224,3,-0.19590302823198957,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KAP2_92_104,3,-0.3464898862607993,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ESR1_160_172,3,-0.45459399642455206,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ADRB2_338_350,3,-0.4302553783033585,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KPB1_1011_1023,3,-0.8691475461907491,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,SCN7A_898_910,3,-0.6470048682211846,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KIF2C_105_118_S106G,3,-0.33330403847614204,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,VASP_150_162,3,-0.7585384865456675,0,0,0.1814492077214203,0.3210255213532821,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ERF_519_531,3,-0.24602179233063587,0,0,0.37109336952269756,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ANXA1_209_221,3,-0.2427466679527465,0,0,0.37109336952269756,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,STK6_283_295,3,-0.13635052044918852,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PPR1A_28_40,3,-0.0693186138773069,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,GYS2_1_13,3,-0.17632916841961271,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ANDR_785_797,3,-0.23571281621974727,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,TPH2_10_22,3,-0.20072797239407425,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,DESP_2842_2854,3,-0.5236528908861837,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MP2K1_287_299,3,-0.27865028869270014,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PDPK1_235_247,3,-0.21486029026843428,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ACM1_444_456,3,-0.21679594649395195,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CO4A3_1429_1441,3,-0.13973661767379458,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,GSUB_61_73,3,-0.22925236255975917,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RAP1B_172_184,3,-0.15519368713231815,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,TRPM7_1466_1478,3,-0.2923648145113547,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,BCKD_45_57,3,-0.1351270072894657,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,XPO1_1049_1061,3,-0.23596477700120416,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,FRAP_2443_2455,3,-0.19459787851864735,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,VASP_232_244,3,-0.32256614859371446,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,P53_308_323,3,-0.2671647867381379,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RB_350_362,3,-0.18367301076710074,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RADI_559_569,3,-0.14344476306532808,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KAPCG_192_206,3,-0.07466596386482749,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,TAU_524_536,3,-0.273765887818306,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KS6A1_374_386,3,-0.08229256017905584,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ROA1_186_198,3,-0.27278297690450665,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,BAD_112_124,3,-0.2743434813161354,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ARHG2_166_178,3,-0.375709558634985,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,SV2A_36_48,3,-0.10619156078827471,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MYL9_14_26,3,-0.17576897634326905,1,0.16666666666666666,0.42267807417063546,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,C1R_201_213,3,0.3085830780591179,5,0.8333333333333334,0.4226780741706355,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,K6PL_766_778,3,0.6149116331390907,5,0.8333333333333334,0.4226780741706355,0.5011131807177638,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,FOXO3_25_37,3,-0.16507844362177337,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ACM4_456_468,3,0.029853680916225162,4,0.6666666666666666,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MARCS_160_172,3,0.012277620855222129,4,0.6666666666666666,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,PP2AB_297_309,3,-0.14706117523056134,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,BAD_69_81,3,-0.08430674884722222,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,KCNB1_489_501,3,-0.03876788269673881,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,GBF1_1331_1343,3,-0.09441678629402632,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,RIT1_202_214,3,-0.053791525677803875,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ERBB2_679_691,3,-0.08245297649060332,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,VIME_28_40,3,-0.07829172156181308,2,0.3333333333333333,0.7892680261342813,0.8482787196770313,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,NEK3_158_170,3,0.0312934767024705,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CGHB_109_121,3,-0.04505033986113874,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,CDC2_154_169,3,-0.10556923734073347,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,MPIP3_208_220,3,-0.07651473513754681,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,BAD_93_105,3,1.2566245411260724e-4,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,FIBA_569_581,3,-0.01652594652777495,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,ADDB_706_718,3,-0.09268476760103303,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg15m_NegCTL,BUB1_207_219,3,-0.06695264219893104,3,0.5,1,1,hpv_neg_25.12-signal_Neg15m_NegCTL-STK.csv
Neg1h_NegCTL,TPH2_10_22,3,0.1425657045763291,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,FOXO3_25_37,3,0.1674170818939403,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,ACM4_456_468,3,0.11007073604303041,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,MARCS_160_172,3,0.16975308480208126,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,ACM1_444_456,3,0.1287605368088638,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,GSUB_61_73,3,0.15471255950627297,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,ADDB_696_708,3,0.10198928029738408,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,LMNB1_16_28,3,0.26785156037171287,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,P53_308_323,3,0.22012009638238972,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RB_350_362,3,0.1729188055389018,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,NEK2_172_184,3,0.16587989880945417,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RADI_559_569,3,0.39718787744055506,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,KS6A1_374_386,3,0.08560078417484422,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,IF4E_203_215,3,0.16648583407526582,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,ROA1_186_198,3,0.1752984705176631,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,NR4A1_344_356,3,0.14657948876996615,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RIT1_202_214,3,0.18999131782399026,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CD27_212_224,3,0.16669197887606688,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,SV2A_36_48,3,0.09969086095180597,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,VIME_28_40,3,0.1710838985392833,6,1,0.18144920772142026,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,NCF1_296_308,3,-0.37992050473769307,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CDN1A_139_151,3,-0.2524613174526215,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RS6_228_240,3,-0.5376010556589348,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,MYPC3_268_280,3,-0.6147102494521371,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,RYR1_4317_4329,3,-0.28160145465580744,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,VTNC_390_402,3,-0.6563591425892975,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,TRPM7_1498_1510,3,-0.7179848155406224,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PTK6_436_448,3,-0.556093799231815,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,STK6_283_295,3,-0.38453789345473294,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,NFKB1_330_342,3,-0.6971658182479379,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,GPSM2_394_406,3,-0.5908216844504279,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,DESP_2842_2854,3,-0.5397726460411265,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CFTR_730_742,3,-0.9243249736719816,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,LIPS_944_956,3,-0.5858443771354379,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PLEK_106_118,3,-0.05300873286257257,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,PTN12_32_44,3,-0.4787914176371846,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CGHB_109_121,3,-0.4648311314936002,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,CAC1C_1974_1986,3,-0.6137368471172797,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,KAP3_107_119,3,-0.6501086534452464,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,EPB42_241_253,3,-0.5123559309586782,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,TOP2A_1463_1475,3,-0.5757347178400659,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
Neg1h_NegCTL,EZH2_305_317,3,-0.6202807441508588,0,0,0.1814492077214203,0.3447534946706986,hpv_neg_25.13-signal_Neg1h_NegCTL-STK.csv
